district,week_start_date,rainfall_mm,rainfall_cumsum_7d,rainfall_cumsum_14d,rainfall_har_daily,rainfall_har_weekly,rainfall_har_monthly,wavelet_approx,wavelet_detail_1,wavelet_detail_2,wavelet_detail_3,temperature_c,humidity_pct,wind_speed_kmph,cyclone_wind_kmph,storm_surge_m,river_gauge_level_m,gauge_above_flood_stage,gauge_rate_of_change,ndvi,soil_moisture_pct,land_surface_temp_c,event_severity,sachet_alert_issued,affected_population,target_water_liters_demand,target_kits_demand,target_ors_units_demand,target_tarpaulin_units_demand,target_medical_kits_demand,past_incident_count_7d,past_incident_count_30d,population,population_density,area_sqkm,road_density_km_per_sqkm,dist_to_coast_km,dist_to_river_km,avg_elevation_m,flood_stage_m,coastal_district,latitude,longitude
Balasore,2010-04-12,5.46,5.459999999999998,20.29,1.0385714285714285,2.0657142857142854,1.4544761904761907,1.9024714285714286,-0.12714285714285714,-0.03178571428571429,-0.9635428571428571,35.74,41.5,19.0,0.0,0.0,3.165714285714286,0,-0.009999999999999978,0.25971428571428573,7.128571428571428,37.85142857142857,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-04-19,15.229999999999999,15.229999999999997,20.689999999999998,2.0657142857142854,1.620816326530612,1.5130476190476192,1.8044571428571428,-0.03928571428571429,0.005714285714285714,0.4048142857142857,36.27142857142857,47.271428571428565,21.8,0.0,0.0,3.1485714285714286,0,0.015714285714285698,0.3058571428571429,8.0,39.287142857142854,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-04-26,19.63,19.629999999999995,34.86,2.86,2.0718367346938775,1.6617619047619048,2.725914285714286,0.03928571428571427,0.06571428571428571,-0.02661428571428572,36.24857142857143,49.371428571428574,23.5,0.0,0.0,3.1885714285714286,0,-0.0014285714285713982,0.3352857142857143,9.214285714285714,38.96,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-05-03,47.78,47.78,67.41,4.532857142857143,3.983877551020408,2.344809523809524,5.306742857142857,0.845,0.40499999999999997,0.2689142857142857,35.65428571428571,60.542857142857144,21.8,0.0,0.0,3.488571428571429,0,0.07571428571428569,0.33342857142857146,14.885714285714286,37.93142857142857,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-05-10,38.28,38.28,86.06,6.547142857142857,6.488163265306122,3.4211904761904757,6.885,-0.845,-0.4764285714285714,-0.095,35.47428571428571,59.60000000000001,17.3,0.0,0.0,3.744285714285714,0,-0.009999999999999978,0.3522857142857143,20.74285714285714,37.565714285714286,1,1,14553,338357,4512,22557,2255,451,1.0,1.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-05-17,50.72,50.72,89.0,8.381428571428572,7.941836734693878,4.917761904761905,6.5025,0.0,-0.055714285714285716,0.7989285714285714,35.35,57.98571428571428,17.8,0.0,0.0,3.967142857142857,0,0.03428571428571425,0.4112857142857143,27.62857142857143,37.32285714285714,0,0,0,144508,1927,9634,962,192,0.0,1.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-05-24,40.78,40.779999999999994,91.5,4.622857142857143,5.728979591836734,5.786476190476191,6.058928571428572,0.0,0.2178571428571428,-0.4510714285714286,35.29,55.47142857142857,21.6,0.0,0.0,3.8728571428571428,0,-0.0028571428571428597,0.4565714285714285,27.414285714285715,36.854285714285716,0,0,0,2200,28,146,15,2,0.0,1.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-05-31,81.61,81.61,122.39,12.91,7.939183673469388,6.86352380952381,9.4475,-0.015714285714285715,-0.5239285714285714,2.750714285714286,35.16857142857143,66.27142857142857,21.1,0.0,0.0,4.2542857142857144,0,0.07857142857142854,0.4564285714285714,34.82857142857143,37.19571428571429,0,0,0,33,0,2,0,0,0.0,1.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-06-07,26.0,25.99999999999999,107.61,3.665714285714286,8.528163265306123,7.4711428571428575,11.7989,0.01571428571428576,0.3617857142857143,-8.462114285714287,35.08571428571428,60.88571428571429,19.9,0.0,0.0,4.1571428571428575,0,-0.06142857142857139,0.4888571428571429,34.75714285714286,37.74857142857143,0,0,0,0,0,0,0,0,0.0,1.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-06-14,119.21000000000001,119.21000000000001,145.20999999999998,15.211428571428572,11.123265306122448,8.366857142857143,12.327628571428573,-0.034999999999999996,-0.3932142857142857,5.130528571428572,32.35,67.34285714285714,21.8,0.0,0.0,4.744285714285715,0,0.1242857142857143,0.5187142857142858,47.542857142857144,34.292857142857144,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-06-21,85.84,85.83999999999999,205.04999999999998,12.092857142857143,12.911836734693876,9.754238095238096,12.241914285714286,0.03500000000000014,-1.5439285714285715,1.5297857142857143,32.20285714285714,75.98571428571428,22.9,0.0,0.0,4.881428571428572,0,0.01000000000000004,0.539,52.98571428571428,33.53142857142857,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-06-28,95.29,95.29,181.13000000000002,13.684285714285716,14.003469387755102,11.693238095238096,11.922628571428572,0.6778571428571428,1.8285714285714287,-0.8162428571428573,32.06285714285714,76.88571428571429,26.5,0.0,0.0,5.102857142857142,1,0.014285714285714235,0.5842857142857143,59.885714285714286,33.712857142857146,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-07-05,44.25,44.24999999999999,139.54000000000002,7.807142857142857,10.266326530612245,11.537761904761906,7.3712,-0.6778571428571428,0.10857142857142857,-0.48052857142857147,31.305714285714288,69.28571428571429,15.1,0.0,0.0,4.814285714285715,0,-0.08571428571428566,0.6078571428571429,54.114285714285714,32.36142857142857,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-07-12,89.72,89.72,133.97,9.415714285714285,7.331632653061225,11.334380952380952,19.933700000000005,-2.972857142857143,-2.7735714285714286,-1.3701714285714286,29.994285714285716,77.89999999999999,20.3,0.0,0.0,4.625714285714286,0,0.07285714285714283,0.6135714285714285,49.5,31.967142857142854,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-07-19,113.42,113.42,203.14000000000001,20.22142857142857,20.15285714285714,12.936666666666667,8.036557142857143,2.972857142857143,2.667142857142857,2.5262285714285713,29.19,64.97142857142858,29.6,0.0,0.0,5.585714285714286,1,0.0071428571428571175,0.6434285714285715,70.52857142857144,30.034285714285716,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-07-26,14.75,14.75,128.17000000000002,1.837142857142857,5.247755102040817,10.930047619047619,9.878699999999998,-0.04357142857142857,-2.5503571428571425,-5.177642857142857,28.03,56.142857142857146,16.6,0.0,0.0,4.421428571428572,0,-0.13142857142857142,0.6638571428571429,48.42857142857143,29.952857142857145,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-08-02,117.28999999999999,117.28999999999999,132.04,16.49142857142857,11.158367346938775,10.79995238095238,8.733728571428571,0.04357142857142853,2.6567857142857143,5.321585714285713,27.085714285714285,74.21428571428571,27.0,0.0,0.0,4.945714285714286,1,0.11714285714285719,0.6788571428571428,56.614285714285714,28.8,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-08-09,33.64,33.64,150.93,5.075714285714286,9.130612244897959,11.235714285714286,6.807857142857143,-0.03785714285714286,0.3482142857142857,-2.3125,26.46142857142857,74.97142857142856,21.9,0.0,0.0,4.477142857142857,0,-0.0842857142857144,0.6851428571428572,47.98571428571428,28.302857142857142,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-08-16,47.839999999999996,47.839999999999996,81.48,6.6571428571428575,5.670612244897959,8.671000000000001,8.223914285714285,0.037857142857142936,0.15107142857142858,-1.5785857142857143,24.472857142857144,75.60000000000001,21.0,0.0,0.0,4.191428571428571,0,-0.025714285714285672,0.6772857142857143,40.971428571428575,26.39428571428571,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-08-23,98.44,98.44000000000001,146.28,12.387142857142857,7.68469387755102,7.975,10.612814285714284,0.96,-0.14964285714285733,2.6396571428571427,23.62857142857143,79.05714285714285,29.1,0.0,0.0,4.411428571428571,0,0.11285714285714286,0.707,42.91428571428571,25.75142857142857,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-08-30,27.68,27.68,126.12,4.33,11.122857142857143,8.952095238095238,5.3125,-0.96,-0.3496428571428571,-0.04857142857142858,23.50142857142857,71.64285714285714,17.5,0.0,0.0,4.387142857142857,0,-0.0942857142857143,0.715,43.857142857142854,24.83142857142857,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-09-06,46.93,46.93,74.61,8.38,5.966734693877551,7.437095238095238,6.0787,-0.08857142857142856,0.5489285714285714,0.16517142857142855,21.821428571428573,75.35714285714286,17.6,0.0,0.0,4.271428571428571,0,-0.0014285714285713982,0.698857142857143,39.41428571428571,23.752857142857145,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-09-13,16.830000000000002,16.830000000000002,63.76,0.7014285714285714,4.032244897959184,7.148142857142857,4.172671428571428,0.08857142857142859,-0.7460714285714286,-1.1108857142857143,21.012857142857143,67.34285714285714,18.3,0.0,0.0,3.7885714285714287,0,-0.07428571428571429,0.7087142857142857,30.014285714285712,23.384285714285713,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-09-20,29.73,29.73,46.56,5.742857142857143,4.67795918367347,6.818333333333334,4.751428571428572,-0.71,0.1525,0.05321428571428572,20.062857142857144,75.11428571428571,23.5,0.0,0.0,3.8085714285714287,0,-0.004285714285714258,0.671,27.985714285714288,21.638571428571428,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-09-27,57.59,57.59,87.32,6.918571428571428,4.835306122448979,4.876142857142857,5.961428571428571,0.71,0.044642857142857144,1.5110714285714286,20.02285714285714,78.41428571428571,20.2,0.0,0.0,3.707142857142857,0,0.025714285714285672,0.6741428571428572,24.642857142857142,22.27,1,1,13661,448434,5979,29896,2989,598,1.0,1.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-10-04,43.07,43.06999999999999,100.66,6.4399999999999995,7.480408163265305,5.4438095238095245,6.752657142857143,0.05285714285714286,-0.1942857142857143,-0.4584142857142858,19.38714285714286,78.74285714285715,20.8,0.0,0.0,3.9071428571428575,0,0.0,0.6511428571428571,29.02857142857143,21.919999999999998,0,0,0,6827,92,455,45,8,0.0,1.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-10-11,45.46,45.46,88.52999999999999,7.228571428571429,7.25795918367347,5.74152380952381,6.580857142857143,-0.05285714285714287,0.2335714285714286,-0.2673,17.858571428571427,77.97142857142856,13.2,0.0,0.0,4.0685714285714285,0,-0.0014285714285713982,0.6231428571428571,31.957142857142856,20.017142857142858,0,0,0,102,1,7,0,0,0.0,1.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-10-18,35.769999999999996,35.769999999999996,81.22999999999999,5.464285714285714,5.307142857142857,6.189571428571428,5.344285714285715,0.029285714285714283,-0.6671428571428571,0.4035714285714286,17.60571428571429,72.61428571428571,22.3,0.0,0.0,3.9057142857142857,0,-0.0028571428571428597,0.585,29.442857142857143,19.482857142857142,0,0,0,1,0,0,0,0,0.0,1.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-10-25,27.0,27.0,62.77,3.687142857142857,4.589795918367346,6.1430952380952375,3.555,-0.029285714285714297,0.6278571428571428,-0.29642857142857143,17.865714285714287,64.14285714285714,21.0,0.0,0.0,3.748571428571428,0,-0.03714285714285718,0.5755714285714285,26.385714285714283,19.69,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-11-01,20.4,20.4,47.4,2.481428571428571,2.608163265306122,5.108619047619048,2.685,0.3271428571428571,0.057857142857142864,-0.15571428571428572,19.087142857142858,72.05714285714285,15.4,0.0,0.0,3.527142857142857,0,0.0042857142857143215,0.5461428571428572,20.728571428571428,20.812857142857144,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-11-08,10.23,10.23,30.630000000000003,1.7957142857142858,2.7087755102040814,3.999,1.8900000000000001,-0.3271428571428571,-0.12785714285714286,0.026428571428571437,17.504285714285714,63.17142857142857,18.5,0.0,0.0,3.394285714285714,0,-0.038571428571428576,0.5272857142857142,17.314285714285713,19.904285714285717,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-11-15,8.85,8.85,19.08,1.7357142857142858,1.7614285714285713,3.089238095238095,1.1289285714285715,-0.09928571428571428,0.06142857142857143,0.1732142857142857,17.57,60.34285714285714,24.3,0.0,0.0,3.277142857142857,0,-0.040000000000000036,0.5108571428571429,13.785714285714286,19.75,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-11-22,9.28,9.28,18.13,1.0057142857142856,0.9238775510204081,2.1364761904761904,1.1203571428571428,0.09928571428571428,0.008571428571428579,0.0975,17.97142857142857,62.128571428571426,26.3,0.0,0.0,3.1442857142857146,0,0.0042857142857143215,0.45271428571428574,10.228571428571428,20.447142857142858,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-11-29,9.579999999999998,9.579999999999998,18.86,1.687142857142857,1.4418367346938774,1.7352380952380952,1.2398,-0.1657142857142857,0.10535714285714286,0.18908571428571427,19.631428571428575,58.94285714285714,21.4,0.0,0.0,3.1557142857142857,0,0.009999999999999978,0.45157142857142857,9.042857142857143,21.694285714285716,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-12-06,4.74,4.74,14.319999999999999,0.5599999999999999,1.1830612244897958,1.388047619047619,0.9594285714285713,0.1657142857142857,-0.09964285714285714,-0.3483714285714286,20.060000000000002,57.1,15.7,0.0,0.0,3.0814285714285714,0,-0.020000000000000018,0.42214285714285715,7.5,22.544285714285714,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-12-13,3.15,3.1500000000000004,7.89,0.5342857142857144,0.4346938775510204,1.0447619047619048,0.47535714285714287,-0.016428571428571428,-0.02035714285714285,0.011428571428571429,20.041428571428572,56.457142857142856,26.4,0.0,0.0,3.017142857142857,0,0.0057142857142857195,0.3792857142857143,5.357142857142857,22.658571428571427,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-12-20,3.92,3.92,7.07,0.45,0.5187755102040816,0.8928095238095237,0.5225,0.016428571428571428,0.014642857142857141,0.0064285714285714285,20.865714285714287,57.65714285714286,15.9,0.0,0.0,2.994285714285714,0,-0.022857142857142815,0.3455714285714286,5.0,23.38714285714286,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2010-12-27,2.88,2.88,6.8,0.5585714285714286,0.5587755102040817,0.7331904761904761,0.4262,-0.03785714285714286,0.008214285714285714,0.014814285714285714,21.62142857142857,54.17142857142857,23.3,0.0,0.0,2.927142857142857,0,0.0071428571428571175,0.3291428571428571,5.0,24.184285714285714,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2011-01-03,1.47,1.4700000000000002,4.3500000000000005,0.20142857142857146,0.3206122448979592,0.4857142857142857,0.32977142857142855,0.03785714285714286,-0.11607142857142858,-0.04158571428571429,22.315714285714286,51.57142857142857,19.8,0.0,0.0,2.9185714285714286,0,0.0014285714285714615,0.287,5.0,25.21857142857143,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2011-01-10,1.8900000000000001,1.8900000000000001,3.36,0.2785714285714286,0.28285714285714286,0.42200000000000004,0.15212857142857142,0.0,0.09428571428571429,0.02355714285714286,24.415714285714284,54.01428571428572,18.1,0.0,0.0,2.9642857142857144,0,-0.008571428571428579,0.27999999999999997,5.0,26.392857142857142,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2011-01-17,0.71,0.71,2.6,0.10142857142857142,0.1310204081632653,0.3372857142857143,0.17961428571428573,0.0,0.013571428571428571,-0.09175714285714286,24.57,50.385714285714286,19.6,0.0,0.0,2.932857142857143,0,0.004285714285714258,0.261,5.0,26.990000000000002,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2011-01-24,4.75,4.75,5.46,0.5771428571428572,0.2606122448979592,0.2661428571428572,0.32425714285714285,0.05071428571428571,0.05964285714285714,0.24389999999999998,26.397142857142857,47.385714285714286,20.6,0.0,0.0,2.9085714285714284,0,-0.012857142857142836,0.23228571428571426,5.0,28.43,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2011-01-31,1.07,1.07,5.82,0.1985714285714286,0.48244897959183675,0.287,0.4778571428571428,-0.05071428571428571,-0.10678571428571429,-0.16749999999999998,26.822857142857142,49.871428571428574,20.7,0.0,0.0,2.942857142857143,0,0.004285714285714258,0.21471428571428572,5.0,29.06857142857143,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2011-02-07,6.67,6.67,7.739999999999999,0.6442857142857142,0.45591836734693875,0.3289047619047619,0.6425,0.16428571428571428,0.09107142857142857,0.055,27.52857142857143,46.885714285714286,18.5,0.0,0.0,2.9814285714285718,0,0.0128571428571429,0.2032857142857143,5.0,30.12857142857143,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
Balasore,2011-02-14,4.15,4.15,10.819999999999999,0.8928571428571429,0.8702040816326531,0.4895714285714286,0.8375,-0.16428571428571428,-0.04392857142857143,-0.03642857142857143,28.582857142857144,46.31428571428571,20.6,0.0,0.0,2.9828571428571427,0,-0.0042857142857143215,0.21457142857142858,5.0,30.39428571428571,0,0,0,0,0,0,0,0,0.0,0.0,2320529,609.7,3806,0.95,3.0,3.5,8,5.2,1,21.4942,86.9317
